RecordID_Int,ParcelNumber,SaleDate,SaleAmount,BookPage
1001,030137000,1961-10-02T00:00:00.000Z,18000,228:297
1002,030138000,2009-08-27T00:00:00.000Z,0,2009:3843
1003,030138000,1961-10-02T00:00:00.000Z,18000,228:297
1004,030139000,1978-05-26T00:00:00.000Z,120000,392:685
1005,030139000,1998-02-11T00:00:00.000Z,915000,712:342
1006,030139100,1998-02-11T00:00:00.000Z,915000,712:342
1007,030139100,1978-05-26T00:00:00.000Z,30000,392:689
1008,030140000,2001-08-02T00:00:00.000Z,128000,818:76
1009,030140000,1979-09-06T00:00:00.000Z,40000,405:748
1010,030140000,2006-06-06T00:00:00.000Z,245000,1087:426
1011,030141000,2003-08-22T00:00:00.000Z,0,930:829
1012,030141000,1966-06-03T00:00:00.000Z,11000,278:11
1013,030142000,2007-05-02T00:00:00.000Z,250000,1139:497
1014,030142000,1998-01-16T00:00:00.000Z,74000,710:721
1015,030142000,1997-08-15T00:00:00.000Z,50000,700:852
1016,030142000,2002-05-02T00:00:00.000Z,140000,851:10
1017,030143000,1990-08-01T00:00:00.000Z,64000,546:551
1018,030143000,2016-04-29T00:00:00.000Z,190000,2016:1488
1019,030144000,2008-08-13T00:00:00.000Z,0,2008:4060
1020,030144000,1995-11-09T00:00:00.000Z,330000,662:212
1021,030144000,2017-05-08T00:00:00.000Z,2250000,2017:1705
1022,030144000,1999-07-15T00:00:00.000Z,775000,760:18
1023,040002000,2011-12-19T00:00:00.000Z,0,2011:4448
1024,040002000,2009-06-25T00:00:00.000Z,0,2009:2715
1025,040002000,2008-10-01T00:00:00.000Z,0,2008:4883
1026,040002000,1984-05-11T00:00:00.000Z,60000,449:808
1027,040002000,1959-08-19T00:00:00.000Z,14000,0:0
1028,040002000,2014-02-21T00:00:00.000Z,0,2014:596
1029,040002000,2009-06-02T00:00:00.000Z,330500,2009:2247
1030,040003000,2008-09-30T00:00:00.000Z,478300,2008:4837
1031,040003000,1991-03-29T00:00:00.000Z,37900,556:525
1032,040004000,2008-09-30T00:00:00.000Z,478300,2008:4837
1033,040004000,1991-03-29T00:00:00.000Z,58570,556:527
1034,040005000,1998-06-10T00:00:00.000Z,0,723:455
1035,040005000,2006-01-30T00:00:00.000Z,150000,1068:254
1036,040005000,1992-07-20T00:00:00.000Z,0,584:231
1037,040006000,2011-08-17T00:00:00.000Z,85000,2011:2965
1038,040006000,1989-01-01T00:00:00.000Z,0,123:109
1039,040006000,2017-09-28T00:00:00.000Z,0,2017:3811
1040,040006000,2010-05-13T00:00:00.000Z,90000,2010:1657
1041,040006000,2005-03-29T00:00:00.000Z,0,1021:522
1042,040007000,1990-02-21T00:00:00.000Z,50000,539:755
1043,040007000,2016-04-14T00:00:00.000Z,0,539:755
1044,040007000,2018-01-03T00:00:00.000Z,0,2018:10
1045,040007100,1994-10-30T00:00:00.000Z,0,191:486
1046,040008000,2012-04-18T00:00:00.000Z,0,2012:1580
1047,040008000,2006-06-22T00:00:00.000Z,7795,1091:788
1048,040008000,2007-07-12T00:00:00.000Z,173000,1150:499
1049,040008000,2006-04-14T00:00:00.000Z,130000,1078:252
1050,040008000,2002-06-04T00:00:00.000Z,64000,855:292
1051,040008000,2000-08-25T00:00:00.000Z,0,WB 44:444
1052,040008000,2017-10-11T00:00:00.000Z,0,2017:3945
1053,040008000,2017-10-11T00:00:00.000Z,215000,2017:3946
1054,040009000,2011-10-24T00:00:00.000Z,0,2011:3730
1055,040009000,2012-01-11T00:00:00.000Z,102000,2012:135
1056,040009000,1970-11-16T00:00:00.000Z,0,177:292
1057,040010000,2009-07-31T00:00:00.000Z,250000,2009:3361
1058,040010000,1986-11-05T00:00:00.000Z,40000,486:231
1059,040012000,2000-11-17T00:00:00.000Z,10000,795:70
1060,040012000,2000-08-25T00:00:00.000Z,0,WB 44:444
1061,040013000,1998-07-29T00:00:00.000Z,52000,728:44
1062,040013000,2006-11-21T00:00:00.000Z,0,1117:149
1063,040013000,1989-06-29T00:00:00.000Z,0,411:287
1064,040014000,2001-11-12T00:00:00.000Z,60000,827:789
1065,040014000,1983-12-28T00:00:00.000Z,0,0:0
1066,040014000,1987-12-07T00:00:00.000Z,0,505:116
1067,040014100,1999-05-28T00:00:00.000Z,12000,754:645
1068,040014100,2006-06-23T00:00:00.000Z,0,1092:82
1069,040015000,1989-06-01T00:00:00.000Z,45000,529:80
1070,040015000,2002-12-02T00:00:00.000Z,0,WB46:615
1071,040015000,1977-02-22T00:00:00.000Z,0,0:0
1072,040016000,1973-06-05T00:00:00.000Z,11700,347:106
1073,040016000,2015-01-20T00:00:00.000Z,81200,2015:153
1074,040016000,2014-12-01T00:00:00.000Z,0,W2014:484
1075,040016000,2014-12-01T00:00:00.000Z,0,W2014:484
1076,040016000,2014-12-01T00:00:00.000Z,0,W2014:484
1077,040017000,2002-09-10T00:00:00.000Z,40000,868:398
1078,040017000,1992-07-20T00:00:00.000Z,0,584:233
1079,040018000,2000-08-25T00:00:00.000Z,0,WB 44:444
1080,040018000,2000-12-01T00:00:00.000Z,81000,796:1
1081,040019000,2002-01-23T00:00:00.000Z,82500,837:258
1082,040019000,2000-08-25T00:00:00.000Z,0,WB 44:444
1083,040020000,2008-05-23T00:00:00.000Z,215000,2008:2425
1084,040020000,2007-09-13T00:00:00.000Z,132282,1159:816
1085,040020000,1993-11-12T00:00:00.000Z,80000,616:532
1086,040020000,2012-03-12T00:00:00.000Z,195000,2012:991
1087,040021000,2000-05-11T00:00:00.000Z,0,780:852
1088,040021000,1994-09-16T00:00:00.000Z,36000,639:290
1089,040021000,2000-05-11T00:00:00.000Z,0,780:847
1090,040022000,1983-10-04T00:00:00.000Z,1947,443:474
1091,040023000,2016-06-14T00:00:00.000Z,0,2016:2158
1092,040023000,1995-10-20T00:00:00.000Z,44700,661:255
1093,040024000,2000-05-11T00:00:00.000Z,0,780:852
1094,040024000,1995-07-17T00:00:00.000Z,41800,655:82
1095,040024000,2000-05-11T00:00:00.000Z,0,780:847
1096,040025000,2015-07-23T00:00:00.000Z,0,456:40
1097,040025000,1984-10-01T00:00:00.000Z,40000,456:40
1098,040026000,1994-04-29T00:00:00.000Z,1000,629:254
1099,040026000,2015-07-23T00:00:00.000Z,0,629:254
1100,040027000,2014-04-22T00:00:00.000Z,0,2014:1219
1101,040027000,1976-11-03T00:00:00.000Z,4800,379:587
1102,040027000,2013-06-13T00:00:00.000Z,110000,2013:2803
1103,040027000,2013-03-01T00:00:00.000Z,0,W2013:73
1104,040028000,1982-09-24T00:00:00.000Z,0,432:184
1105,040028000,2007-11-01T00:00:00.000Z,4900000,1165:269
1106,040029000,1993-03-12T00:00:00.000Z,0,WB 36:693
1107,040029000,1991-09-27T00:00:00.000Z,0,566:688
1108,040029000,1999-07-01T00:00:00.000Z,84900,758:655
1109,040030000,2000-05-11T00:00:00.000Z,0,780:847
1110,040030000,1998-11-20T00:00:00.000Z,0,738:470
1111,040030000,2000-05-11T00:00:00.000Z,0,780:852
1112,040030000,1997-11-12T00:00:00.000Z,45000,706:730
1113,040032000,2003-06-11T00:00:00.000Z,0,WB47:59
1114,040032000,1998-11-20T00:00:00.000Z,4100,738:470
1115,040032000,2015-12-21T00:00:00.000Z,0,2015:4702
1116,040032000,2014-04-03T00:00:00.000Z,200000,2014:1041
1117,040032000,1989-10-20T00:00:00.000Z,48000,535:429
1118,040033000,2009-07-07T00:00:00.000Z,71000,2009:2918
1119,040033000,2007-06-07T00:00:00.000Z,0,1145:95
1120,040033000,2007-06-07T00:00:00.000Z,0,1145:91
1121,040033000,2005-04-04T00:00:00.000Z,0,1022:611
1122,040033000,2005-04-04T00:00:00.000Z,0,1022:605
1123,040033000,1992-04-04T00:00:00.000Z,0,363:447
1124,040033000,2009-02-20T00:00:00.000Z,159814,2009:578
1125,040033000,2007-06-07T00:00:00.000Z,0,1145:87
1126,040033000,2007-06-07T00:00:00.000Z,0,1145:83
1127,040033000,2005-04-04T00:00:00.000Z,2500,1022:614
1128,040033000,2005-04-04T00:00:00.000Z,0,1022:608
1129,040033000,1975-04-15T00:00:00.000Z,13500,0:0
1130,040034000,2000-05-11T00:00:00.000Z,0,780:852
1131,040034000,2000-05-11T00:00:00.000Z,0,780:847
1132,040034000,1994-04-01T00:00:00.000Z,28000,627:47
1133,040035000,2000-05-04T00:00:00.000Z,45800,780:344
1134,040036000,1971-02-04T00:00:00.000Z,15600,323:378
1135,040036000,2015-05-14T00:00:00.000Z,103500,2015:1534
1136,040037000,1989-07-18T00:00:00.000Z,0,531:292
1137,040037000,2017-08-23T00:00:00.000Z,0,2017:113
1138,040038000,1965-10-22T00:00:00.000Z,4000,271:40
1139,040038000,2016-08-02T00:00:00.000Z,0,2016:270
1140,040038000,2016-08-19T00:00:00.000Z,140000,2016:3204
1141,040038000,2016-08-02T00:00:00.000Z,0,2016:269
1142,040038000,2016-08-19T00:00:00.000Z,0,2016:3205
1143,040039000,1999-07-22T00:00:00.000Z,0,760:539
1144,040039000,2000-01-27T00:00:00.000Z,46400,773:899
1145,040039000,1991-06-24T00:00:00.000Z,53000,561:418
1146,040039100,2000-01-27T00:00:00.000Z,44200,773:903
1147,040039100,1999-07-22T00:00:00.000Z,0,760:539
1148,040039100,1991-06-24T00:00:00.000Z,53000,561:418
1149,040039200,1999-07-22T00:00:00.000Z,0,760:539
1150,040039200,1991-06-24T00:00:00.000Z,53000,561:418
1151,040039200,2004-09-17T00:00:00.000Z,0,996:152
1152,040039200,2000-01-27T00:00:00.000Z,14400,773:907
1153,040039200,2015-12-21T00:00:00.000Z,0,2015:4702
1154,040040000,2001-01-16T00:00:00.000Z,42000,798:460
1155,040040000,2000-08-25T00:00:00.000Z,0,WB 44:444
1156,040041000,2002-03-13T00:00:00.000Z,900000,843:613
1157,040041000,1987-01-02T00:00:00.000Z,247400,489:340
1158,040041000,1978-11-16T00:00:00.000Z,40000,0:0
1159,040042000,2002-03-13T00:00:00.000Z,900000,843:613
1160,040042000,1973-03-30T00:00:00.000Z,575,0:0
1161,040042000,1987-01-02T00:00:00.000Z,247400,489:340
1162,040043000,1993-01-15T00:00:00.000Z,64000,595:746
1163,040043000,2016-03-08T00:00:00.000Z,0,2016:743
1164,040044000,1978-11-17T00:00:00.000Z,0,398:49
1165,040044L00,1981-12-31T00:00:00.000Z,34000,426:321
1166,040045000,1973-05-04T00:00:00.000Z,12335,345:595
1167,040045000,1979-08-13T00:00:00.000Z,0,405:34
1168,040046000,2011-10-04T00:00:00.000Z,0,2011:3518
1169,040046000,2017-03-31T00:00:00.000Z,11970000,2017:1198
1170,040046000,1985-08-16T00:00:00.000Z,1080000,467:333
1171,040047000,2007-06-19T00:00:00.000Z,355000,1146:804
1172,040047000,2006-07-11T00:00:00.000Z,85000,1095:957
1173,040047000,1949-06-14T00:00:00.000Z,0,145:27
1174,040048000,1993-01-24T00:00:00.000Z,0,564:258
1175,040048000,1999-05-03T00:00:00.000Z,79000,752:274
1176,040049000,1982-10-01T00:00:00.000Z,56200,432:463
1177,040049000,2017-11-21T00:00:00.000Z,160000,2017:4445
1178,040050000,2007-07-26T00:00:00.000Z,125000,1152:521
1179,040050000,1986-12-31T00:00:00.000Z,9000,489:34
1180,040051000,2008-01-31T00:00:00.000Z,0,WB50:415
1181,040051000,2008-10-03T00:00:00.000Z,0,2008:4903
1182,040051000,1950-01-19T00:00:00.000Z,0,148:402
1183,040052000,2006-11-21T00:00:00.000Z,0,1117:149
1184,040052000,2003-06-26T00:00:00.000Z,35000,916:278
1185,040052000,1998-12-28T00:00:00.000Z,6500,741:716
1186,040053000,1986-04-29T00:00:00.000Z,15000,476:572
1187,040053000,2003-12-30T00:00:00.000Z,74500,952:473
1188,040054000,1900-01-01T00:00:00.000Z,0,0:0
1189,040055000,2007-11-01T00:00:00.000Z,4900000,1165:269
1190,040055000,1982-09-24T00:00:00.000Z,0,432:184
1191,040056000,1977-01-06T00:00:00.000Z,325,381:436
1192,040057000,2013-10-01T00:00:00.000Z,67000,2013:4906
1193,040057000,1977-01-31T00:00:00.000Z,7500,381:712
1194,040058000,1996-09-23T00:00:00.000Z,52850,680:440
1195,040058000,2003-11-10T00:00:00.000Z,65000,945:565
1196,040059000,2002-07-09T00:00:00.000Z,49000,860:156
1197,040059000,1986-02-26T00:00:00.000Z,26772,474:537
1198,040060000,1985-08-16T00:00:00.000Z,1080000,467:333
1199,040060000,2017-03-31T00:00:00.000Z,11970000,2017:1198
1200,040060000,2011-10-04T00:00:00.000Z,0,2011:3518
1201,040061000,2015-06-10T00:00:00.000Z,80000,2015:2000
1202,040061000,1986-07-16T00:00:00.000Z,22500,480:347
1203,040062000,1997-12-12T00:00:00.000Z,0,147:451
1204,040063000,1989-10-23T00:00:00.000Z,36700,535:469
1205,040063000,2001-01-16T00:00:00.000Z,68500,798:389
1206,040064000,1988-09-08T00:00:00.000Z,0,371:224
1207,040065000,1990-06-15T00:00:00.000Z,0,187:439
1208,040066000,1993-06-11T00:00:00.000Z,0,604:746
1209,040067000,2014-05-23T00:00:00.000Z,386000,2014:1669
1210,040067000,1992-08-06T00:00:00.000Z,12000,585:471
1211,040067000,2013-07-17T00:00:00.000Z,63000,2013:3481
1212,040067000,2000-04-10T00:00:00.000Z,0,778:683
1213,040068000,1997-03-03T00:00:00.000Z,52000,688:825
1214,040069000,2000-02-09T00:00:00.000Z,0,774:945
1215,040069000,1998-06-08T00:00:00.000Z,0,WB 42:17
1216,040069000,1987-08-13T00:00:00.000Z,0,500:289
1217,040069000,2017-09-07T00:00:00.000Z,65000,2017:3530
1218,040069000,2006-08-14T00:00:00.000Z,0,1103:407
1219,040070000,2004-08-09T00:00:00.000Z,245000,990:95
1220,040070000,2017-05-08T00:00:00.000Z,0,2017:1708
1221,040070000,2002-05-09T00:00:00.000Z,70000,851:882
1222,040070000,1977-04-25T00:00:00.000Z,28084,383:404
1223,040071000,2003-09-09T00:00:00.000Z,127500,933:881
1224,040071000,1992-08-11T00:00:00.000Z,86000,585:701
1225,040071000,1999-12-16T00:00:00.000Z,115000,771:563
1226,040072000,1988-02-18T00:00:00.000Z,0,263:157
1227,040072000,1999-03-08T00:00:00.000Z,0,747:422
1228,040073000,1993-10-01T00:00:00.000Z,0,WB 42:57
1229,040073000,1998-06-30T00:00:00.000Z,0,725:487
1230,040073000,1977-02-22T00:00:00.000Z,0,220:48
1231,040074000,2001-07-30T00:00:00.000Z,0,817:600
1232,040074000,1999-04-09T00:00:00.000Z,0,750:140
1233,040074000,1997-02-26T00:00:00.000Z,0,688:476
1234,040075000,2000-04-10T00:00:00.000Z,0,778:683
1235,040075000,1952-09-06T00:00:00.000Z,5500,166:407
1236,040075000,2007-08-31T00:00:00.000Z,215000,1157:944
1237,040076000,2012-03-08T00:00:00.000Z,140000,2012:959
1238,040076000,2015-02-18T00:00:00.000Z,50000,2015:453
1239,040076000,2016-09-07T00:00:00.000Z,0,2016:3457
1240,040076000,2016-11-07T00:00:00.000Z,170000,2016:4305
1241,040076000,1996-12-13T00:00:00.000Z,0,685:1
1242,040076000,2014-12-15T00:00:00.000Z,0,W2014:517
1243,040076000,2016-09-07T00:00:00.000Z,0,2016:3456
1244,040077000,1995-04-24T00:00:00.000Z,0,650:312
1245,040077000,2006-09-28T00:00:00.000Z,0,1110:57
1246,040078000,2006-09-28T00:00:00.000Z,0,1110:63
1247,040078000,2006-06-12T00:00:00.000Z,0,WB49:189
1248,040079000,2007-04-02T00:00:00.000Z,24000,1134:608
1249,040079000,2007-04-02T00:00:00.000Z,24875,1134:602
1250,040079000,1983-12-12T00:00:00.000Z,0,396:647
1251,040079000,2007-04-02T00:00:00.000Z,0,1134:605
1252,040079000,2006-09-28T00:00:00.000Z,0,1110:63
1253,040079000,2006-06-12T00:00:00.000Z,0,WB49:189
1254,040080000,1994-09-01T00:00:00.000Z,55500,638:443
1255,040081000,2005-10-17T00:00:00.000Z,102500,1051:408
1256,040081000,1955-10-01T00:00:00.000Z,8500,187:133
1257,040082000,2007-06-20T00:00:00.000Z,0,1146:953
1258,040082000,1976-05-27T00:00:00.000Z,6000,374:48
1259,040082000,2007-05-09T00:00:00.000Z,0,WB49:917
1260,040082000,2015-08-17T00:00:00.000Z,0,W2015:431
1261,040082000,2017-05-26T00:00:00.000Z,219500,2017:2020
1262,040083000,2015-07-15T00:00:00.000Z,0,W2015:364
1263,040083000,2016-03-29T00:00:00.000Z,179845,2016:1028
1264,040083000,1986-05-01T00:00:00.000Z,10000,476:761
1265,040083000,2016-10-31T00:00:00.000Z,400000,2016:4185
1266,040084000,1964-08-11T00:00:00.000Z,10750,256:331
1267,040084000,2011-11-10T00:00:00.000Z,192500,2011:3999
1268,040085000,2011-11-10T00:00:00.000Z,192500,2011:3999
1269,040085000,1964-08-11T00:00:00.000Z,10750,256:331
1270,040086000,2007-01-23T00:00:00.000Z,245000,1124:593
1271,040086000,2007-01-23T00:00:00.000Z,0,1124:590
1272,040086000,2007-01-12T00:00:00.000Z,0,WB49:599
1273,040086000,1988-02-01T00:00:00.000Z,0,506:837
1274,040086000,1986-12-30T00:00:00.000Z,9000,0:0
1275,040086000,2013-02-06T00:00:00.000Z,0,2013:657
1276,040086000,2017-01-10T00:00:00.000Z,265500,2017:101
1277,040087000,2002-04-02T00:00:00.000Z,118500,846:688
1278,040087000,2000-08-25T00:00:00.000Z,0,WB 44:444
1279,040087000,1984-01-30T00:00:00.000Z,45000,447:109
1280,040088000,1970-02-10T00:00:00.000Z,0,193:260
1281,040088000,2014-07-21T00:00:00.000Z,0,W2014:305
1282,040089000,1993-03-03T00:00:00.000Z,0,598:100
1283,040089000,2017-10-30T00:00:00.000Z,164000,2017:4184
1284,040089000,2006-04-03T00:00:00.000Z,0,1076:23
1285,040090000,1999-12-03T00:00:00.000Z,31500,770:767
1286,040090000,1997-03-21T00:00:00.000Z,25000,690:123
1287,040090000,2001-04-06T00:00:00.000Z,32200,805:159
1288,040091000,2004-08-12T00:00:00.000Z,0,990:570
1289,040091000,2008-04-15T00:00:00.000Z,0,1184:55
1290,040092000,2003-12-30T00:00:00.000Z,0,952:506
1291,040092000,1977-08-09T00:00:00.000Z,7500,386:749
1292,040092000,2001-01-10T00:00:00.000Z,0,WB 45:29
1293,040093000,2001-01-10T00:00:00.000Z,0,WB 45:29
1294,040093000,1977-08-09T00:00:00.000Z,7500,386:749
1295,040093000,2003-12-30T00:00:00.000Z,0,952:506
1296,040094000,2003-12-30T00:00:00.000Z,0,952:506
1297,040094000,1963-05-01T00:00:00.000Z,8000,239:583
1298,040094000,2001-01-10T00:00:00.000Z,0,WB 45:29
1299,040095000,2000-05-11T00:00:00.000Z,0,780:852
1300,040095000,1997-03-21T00:00:00.000Z,10000,690:141
1301,040095000,2000-05-11T00:00:00.000Z,0,780:847
1302,040096000,1959-09-29T00:00:00.000Z,10000,215:329
1303,040096000,2017-07-21T00:00:00.000Z,0,2017:106
1304,040096000,1989-08-18T00:00:00.000Z,0,WB 32:359
1305,040096000,2017-07-10T00:00:00.000Z,0,2017:97
1306,040097000,1900-01-01T00:00:00.000Z,0,0:0
1307,040097000,2016-06-22T00:00:00.000Z,0,2016:2263
1308,040098000,1979-03-13T00:00:00.000Z,7000,400:226
1309,040099000,1994-11-09T00:00:00.000Z,40000,642:397
1310,040099000,2015-05-26T00:00:00.000Z,0,2015:1658
1311,040099000,2010-09-24T00:00:00.000Z,0,W2010:286
1312,040099000,2015-03-23T00:00:00.000Z,125000,2015:855
1313,040099100,2010-09-24T00:00:00.000Z,0,W2010:286
1314,040099100,2015-05-26T00:00:00.000Z,0,2015:1658
1315,040099100,1998-05-08T00:00:00.000Z,0,720:379
1316,040099100,1982-10-22T00:00:00.000Z,2000,432:755
1317,040100000,2013-12-19T00:00:00.000Z,231000,2013:6055
1318,040100000,2012-07-28T00:00:00.000Z,398803,2012:3294
1319,040100000,2004-12-06T00:00:00.000Z,171940,1006:641
1320,040100000,2004-02-25T00:00:00.000Z,40800,960:327
1321,040100000,2013-07-03T00:00:00.000Z,398809,2013:3193
1322,040100000,2010-02-19T00:00:00.000Z,0,2010:562
1323,040100000,2008-10-22T00:00:00.000Z,0,2008:5136
1324,040100000,2000-12-08T00:00:00.000Z,0,WB 44:714
1325,040100000,1961-11-29T00:00:00.000Z,7500,229:210
1326,040101000,2004-11-09T00:00:00.000Z,0,1003:668
1327,040101000,1999-09-23T00:00:00.000Z,0,766:107
1328,040101000,1998-12-28T00:00:00.000Z,78723,741:692
1329,040101000,2016-09-07T00:00:00.000Z,0,2016:3462
1330,040101000,2010-01-19T00:00:00.000Z,0,2010:202
1331,040101000,2004-10-21T00:00:00.000Z,0,1000:803
1332,040101000,1993-06-15T00:00:00.000Z,0,605:26
1333,040101000,2016-11-28T00:00:00.000Z,0,2016:4532
1334,040102000,2008-10-03T00:00:00.000Z,0,2008:4903
1335,040102000,2008-01-31T00:00:00.000Z,0,WB50:415
1336,040102000,2012-11-20T00:00:00.000Z,105000,2012:5188
1337,040102000,1955-06-24T00:00:00.000Z,4000,185:38
1338,040103000,1968-02-27T00:00:00.000Z,3900,296:65
1339,040104000,2008-01-04T00:00:00.000Z,0,1172:75
1340,040104000,1958-03-26T00:00:00.000Z,11000,204:467
1341,040104000,2001-01-24T00:00:00.000Z,31914,798:884
1342,040105000,1989-01-25T00:00:00.000Z,0,520:89
1343,040106000,2013-08-20T00:00:00.000Z,0,2013:4124
1344,040106000,1994-06-06T00:00:00.000Z,0,632:360
1345,040106000,2003-12-30T00:00:00.000Z,164000,952:518
1346,040107000,2012-09-28T00:00:00.000Z,0,2012:4379
1347,040107000,2012-01-17T00:00:00.000Z,0,2012:181
1348,040107000,2003-04-01T00:00:00.000Z,0,899:285
1349,040107000,2000-06-08T00:00:00.000Z,0,782:715
1350,040107000,2000-05-24T00:00:00.000Z,0,CW96C:528
1351,040107000,1988-01-19T00:00:00.000Z,58200,506:448
1352,040107000,2012-09-07T00:00:00.000Z,0,2012:4062
1353,040107000,2003-03-18T00:00:00.000Z,0,896:503
1354,040107000,2001-05-23T00:00:00.000Z,149000,809:597
1355,040107000,2000-06-08T00:00:00.000Z,0,782:722
1356,040107000,2000-06-08T00:00:00.000Z,0,782:720
1357,040107100,1968-10-01T00:00:00.000Z,4000,302:193
1358,040108000,2002-07-25T00:00:00.000Z,0,862:209
1359,040108000,1999-08-13T00:00:00.000Z,0,763:25
1360,040108000,1995-02-28T00:00:00.000Z,90000,647:744
1361,040108000,1999-09-02T00:00:00.000Z,0,764:663
1362,040108000,1999-08-13T00:00:00.000Z,0,763:23
1363,040108100,2008-01-31T00:00:00.000Z,0,WB50:415
1364,040108100,1968-05-09T00:00:00.000Z,3500,297:427
1365,040108100,2008-10-03T00:00:00.000Z,0,2008:4903
1366,040109000,2015-03-04T00:00:00.000Z,0,W2015:110
1367,040109000,1994-04-05T00:00:00.000Z,0,627:394
1368,040110000,2013-10-15T00:00:00.000Z,57000,2013:5108
1369,040110000,2000-11-17T00:00:00.000Z,19000,795:14
1370,040110000,2013-06-28T00:00:00.000Z,0,W2013:226
1371,040110000,1987-09-17T00:00:00.000Z,31500,501:657
1372,040111000,2004-07-23T00:00:00.000Z,295000,987:50
1373,040111000,1996-08-14T00:00:00.000Z,135000,678:31
1374,040111000,1984-01-30T00:00:00.000Z,0,0:0
1375,040111000,2002-01-29T00:00:00.000Z,0,837:918
1376,040112000,2012-01-17T00:00:00.000Z,0,2012:182
1377,040112000,2004-10-21T00:00:00.000Z,0,1000:803
1378,040112000,1999-09-23T00:00:00.000Z,0,766:107
1379,040112000,2004-11-09T00:00:00.000Z,0,1003:668
1380,040112000,2003-03-18T00:00:00.000Z,0,896:495
1381,040112000,2001-05-31T00:00:00.000Z,0,810:610
1382,040112000,1996-12-17T00:00:00.000Z,116000,685:223
1383,040112000,2016-09-07T00:00:00.000Z,0,2016:3463
1384,040112000,2016-11-28T00:00:00.000Z,0,2016:4534
1385,040113000,2009-12-16T00:00:00.000Z,0,2009:5461
1386,040113000,1993-03-05T00:00:00.000Z,0,598:213
1387,040113000,2016-05-09T00:00:00.000Z,0,2016:1608
1388,040113000,1983-03-31T00:00:00.000Z,83000,0:0
1389,040113000,2016-04-11T00:00:00.000Z,460000,2016:1228
1390,040114000,2015-07-01T00:00:00.000Z,0,2015:2327
1391,040114000,1997-04-15T00:00:00.000Z,1,691:632
1392,040115000,2012-06-11T00:00:00.000Z,0,2012:2472
1393,040115000,2015-05-14T00:00:00.000Z,0,W2015:269
1394,040115000,2016-05-09T00:00:00.000Z,0,2016:1607
1395,040115000,1966-03-15T00:00:00.000Z,15500,275:244
1396,040115000,2015-10-30T00:00:00.000Z,402000,2015:4045
1397,040115000,2016-04-25T00:00:00.000Z,0,2016:1407
1398,040116000,2003-12-30T00:00:00.000Z,149200,952:521
1399,040116000,1994-06-06T00:00:00.000Z,0,632:360
1400,040116000,2008-11-26T00:00:00.000Z,0,2008:5617
1401,040117000,2013-11-25T00:00:00.000Z,0,2013:5718
1402,040117000,2003-12-22T00:00:00.000Z,0,951:814
1403,040117000,1984-08-15T00:00:00.000Z,79275,454:243
1404,040117000,2014-02-21T00:00:00.000Z,0,2014:595
1405,040117000,2003-11-14T00:00:00.000Z,225000,946:334
1406,040118000,1972-11-18T00:00:00.000Z,0,42:140
1407,040120000,2004-07-08T00:00:00.000Z,0,984:8
1408,040120000,1977-10-18T00:00:00.000Z,225000,388:600
1409,040122000,1998-09-03T00:00:00.000Z,220000,732:108
1410,040122000,1992-01-13T00:00:00.000Z,156000,572:289
1411,040123000,1995-08-21T00:00:00.000Z,175000,657:268
1412,040123000,2009-02-17T00:00:00.000Z,0,2009:507
1413,040125000,2004-07-28T00:00:00.000Z,400000,987:654
1414,040125000,1984-12-04T00:00:00.000Z,65000,458:232
1415,040126000,2003-12-30T00:00:00.000Z,169600,952:515
1416,040126000,1996-01-31T00:00:00.000Z,130000,665:835
1417,040126000,2013-02-25T00:00:00.000Z,0,2013:937
1418,040127000,1998-03-03T00:00:00.000Z,129000,713:772
1419,040127000,1997-12-09T00:00:00.000Z,0,353:325
1420,040127000,2013-05-30T00:00:00.000Z,0,2013:2499
1421,040128000,1998-12-23T00:00:00.000Z,0,741:535
1422,040128000,1998-12-23T00:00:00.000Z,0,741:531
1423,040128000,1994-03-31T00:00:00.000Z,0,626:845
1424,040129000,1998-12-23T00:00:00.000Z,0,741:531
1425,040129000,1994-03-31T00:00:00.000Z,1,626:845
1426,040129000,1998-12-23T00:00:00.000Z,0,741:535
1427,040131000,1999-09-02T00:00:00.000Z,0,764:680
1428,040131000,1992-10-16T00:00:00.000Z,130000,589:863
1429,040131000,2002-07-25T00:00:00.000Z,0,862:205
1430,040132000,1900-01-01T00:00:00.000Z,0,0:0
1431,040134000,2004-03-23T00:00:00.000Z,0,964:648
1432,040134000,1998-05-08T00:00:00.000Z,0,720:382
1433,040134000,1993-12-10T00:00:00.000Z,71500,618:776
1434,040134000,2013-11-22T00:00:00.000Z,0,2013:5656
1435,040134000,1999-08-25T00:00:00.000Z,0,763:905
1436,040135000,1994-08-01T00:00:00.000Z,122500,636:293
1437,040135000,2017-05-17T00:00:00.000Z,0,2017:70
1438,040135000,2017-06-06T00:00:00.000Z,295000,2017:2178
1439,040136000,1990-06-05T00:00:00.000Z,78500,543:680
1440,040136000,2000-02-18T00:00:00.000Z,85000,775:518
1441,040136000,2017-05-18T00:00:00.000Z,265000,2017:1896
1442,040137000,2008-07-02T00:00:00.000Z,180000,2008:3258
1443,040137000,1994-07-20T00:00:00.000Z,25000,635:510
1444,040137000,2015-11-16T00:00:00.000Z,222000,2015:4251
1445,040137100,2008-06-26T00:00:00.000Z,180000,2008:3127
1446,040137100,2015-08-10T00:00:00.000Z,240000,2015:2939
1447,040137100,1994-07-20T00:00:00.000Z,25000,635:510
