geo_name,geo_sumlevel,geo_id,income_2013,income_2014,income_2015,income_2016,median_property_value_2013,median_property_value_2014,median_property_value_2015,median_property_value_2016
"Abanda, AL","place",16000US0100100,,,11207,,,,,
"Abbeville, AL","place",16000US0100124,26500,27989,25615,28148,84600,77900,71600,77700
"Adamsville, AL","place",16000US0100460,45488,46005,42575,44833,99400,91900,95000,95300
"Addison, AL","place",16000US0100484,37917,38194,37083,34063,97000,94800,69300,67100
"Akron, AL","place",16000US0100676,23036,22813,21667,17344,61700,76400,72500,63300
"Alabaster, AL","place",16000US0100820,70397,70173,71816,73325,162700,164200,165800,166300
"Albertville, AL","place",16000US0100988,37575,36210,32911,32042,105200,111600,111300,106200
"Alexander City, AL","place",16000US0101132,33804,30500,29874,30442,101200,106500,102900,107800
"Alexandria, AL","place",16000US0101180,50165,51368,56058,57411,135500,133700,128500,115500
"Aliceville, AL","place",16000US0101228,19413,21754,21131,19926,85400,101800,97100,97500
"Allgood, AL","place",16000US0101396,40724,42159,42009,40817,87900,78800,80000,80000
"Altoona, AL","place",16000US0101660,29722,28646,27566,28672,75000,69800,67600,82200
"Andalusia, AL","place",16000US0101708,29632,31393,31968,34012,90400,90500,90300,97900
"Anderson, AL","place",16000US0101756,38750,43750,34792,45500,92000,87300,98800,106900
"Anniston, AL","place",16000US0101852,30400,31399,29681,30539,92600,98600,99900,98500
"Arab, AL","place",16000US0102116,42039,41788,40292,42199,145200,142700,145300,149300
"Ardmore, AL","place",16000US0102260,37037,37431,35670,35150,125000,127500,127500,98800
"Argo, AL","place",16000US0102320,53708,53476,57212,58103,145500,150800,156400,158800
"Ariton, AL","place",16000US0102428,27917,33462,24286,30833,90200,93700,97900,102200
"Arley, AL","place",16000US0102500,26406,31042,28750,33438,87100,89500,86500,96700
"Ashford, AL","place",16000US0102836,42647,39773,42704,43641,119600,116300,114300,112800
"Ashland, AL","place",16000US0102860,24512,26989,31438,31042,89300,105100,86900,89600
"Ashville, AL","place",16000US0102908,32928,36471,40547,47917,63600,79600,93800,108200
"Athens, AL","place",16000US0102956,46867,47354,47542,45920,139900,140000,135700,139400
"Atmore, AL","place",16000US0103004,24911,24165,26775,25487,91000,87900,97300,96100
"Attalla, AL","place",16000US0103028,30865,32917,37191,38921,63400,57900,64900,72200
"Auburn, AL","place",16000US0103076,37715,37406,38342,38912,213400,216800,220000,226600
"Autaugaville, AL","place",16000US0103220,38021,35089,24833,29327,60000,53200,47200,48600
"Avon, AL","place",16000US0103364,40000,40170,40417,40000,95500,97100,95900,110000
"Axis, AL","place",16000US0103508,42583,55087,55750,56328,112700,115800,112400,115200
"Babbie, AL","place",16000US0103556,50341,45385,41912,34318,70000,67400,73300,72900
"Baileyton, AL","place",16000US0103676,33333,33333,31875,32039,77500,77200,87900,102700
"Bakerhill, AL","place",16000US0103724,40000,40469,31875,31719,59500,68300,58100,49200
"Ballplay, AL","place",16000US0103820,27721,36111,37778,37151,67000,64800,63800,65100
"Banks, AL","place",16000US0103940,26000,26071,28750,27000,43800,43300,47800,
"Bay Minette, AL","place",16000US0104660,32389,29353,31576,32341,112100,113500,118800,119400
"Bayou La Batre, AL","place",16000US0104684,33402,31156,34583,40909,110000,103100,92700,90300
"Bear Creek, AL","place",16000US0104852,34554,35990,35563,31700,55000,72100,76000,77600
"Beatrice, AL","place",16000US0104900,23594,18558,18417,14063,33800,33800,34800,31700
"Beaverton, AL","place",16000US0104948,24688,28958,31875,37813,50000,35000,35700,37100
"Belgreen, AL","place",16000US0105140,46548,53611,27750,30625,56500,58000,,
"Belk, AL","place",16000US0105164,29125,28438,28906,31250,58100,56100,56200,60600
"Bellamy, AL","place",16000US0105188,22477,23421,22132,24122,34900,34900,35000,62200
"Belle Fontaine, AL","place",16000US0105212,24250,16250,34615,47885,98700,89700,96000,132700
"Benton, AL","place",16000US0105692,85625,59375,,,171900,253100,187500,258300
"Berry, AL","place",16000US0105932,27976,26250,25865,25357,53400,55200,57200,59700
"Bessemer, AL","place",16000US0105980,28910,30369,29615,30682,88500,90500,88100,85300
"Billingsley, AL","place",16000US0106460,34583,40417,41250,31750,58100,70400,71300,39800
"Birmingham, AL","place",16000US0107000,31445,31217,31061,32404,85800,86100,86800,87100
"Black, AL","place",16000US0107120,60625,41607,41071,39375,70800,58600,73000,72500
"Blountsville, AL","place",16000US0107456,30114,31193,30152,27386,101800,102000,105700,105700
"Blue Ridge, AL","place",16000US0107588,92563,103906,96333,95625,233300,257900,252200,246900
"Blue Springs, AL","place",16000US0107672,38333,39583,45313,47500,77500,80000,65000,65600
"Boaz, AL","place",16000US0107912,31977,34322,35974,39328,102900,106500,104800,107600
"Boligee, AL","place",16000US0108104,13264,12368,12173,10326,82100,82100,75000,63500
"Bon Air, AL","place",16000US0108248,45250,32813,23750,32813,31700,19000,,63000
"Bon Secour, AL","county",16000US0108272,,,,18135,,,,
"Boykin, AL","place",16000US0108680,6638,13125,,9712,19200,63300,65200,65300
"Brantley, AL","place",16000US0109016,32386,36500,27870,24537,84200,85300,75800,83000
"Brantleyville, AL","place",16000US0109064,40195,41379,40370,42000,50700,33000,29300,29200
"Brent, AL","place",16000US0109136,25652,35150,33924,34273,102100,100500,106400,103300
"Brewton, AL","place",16000US0109208,33261,30502,31033,35744,95300,96000,94600,97400
"Bridgeport, AL","place",16000US0109328,36324,35379,28571,29122,59700,69400,69700,66200
"Brighton, AL","place",16000US0109400,25655,22319,22146,25205,62100,61200,61300,64400
"Brilliant, AL","place",16000US0109424,26054,26742,25893,26316,61700,61500,51300,60800
"Bristow Cove, AL","place",16000US0109457,40089,45139,,,65000,94700,62400,48100
"Brook Highland, AL","place",16000US0109500,60104,63615,60212,59293,340200,332000,333900,342900
"Brookside, AL","place",16000US0109736,38304,35000,34554,30833,81600,81700,82500,81100
"Brookwood, AL","place",16000US0109808,52462,50705,51515,53958,123900,123000,119800,124300
"Broomtown, AL","place",16000US0109880,42000,27083,28750,26053,42300,37200,,
"Brundidge, AL","place",16000US0110240,23210,22955,23819,24167,69800,73400,72400,77600
"Bucks, AL","place",16000US0110456,,,,,,,,
"Butler, AL","place",16000US0111032,34205,32019,28950,30787,82700,81700,70600,77900
"Calera, AL","place",16000US0111416,60993,61481,62893,63396,138700,136000,138100,138200
"Calvert, AL","place",16000US0111488,55040,,,33378,,,,
"Camden, AL","place",16000US0111512,26317,26629,28375,34250,92300,97800,96500,101800
"Camp Hill, AL","place",16000US0111680,25231,27042,25118,25785,53800,55200,55000,52000
"Carbon Hill, AL","place",16000US0112016,29000,29828,25990,30000,62800,57600,53200,53900
"Cardiff, AL","place",16000US0112040,18750,2499,,,42500,42500,51700,
"Carlisle-Rockledge, AL","place",16000US0112070,43789,38218,35938,33281,81600,84000,86500,87900
"Carlton, AL","place",16000US0112112,43810,43819,,,19900,19900,,
"Carolina, AL","place",16000US0112160,51458,46667,50278,52344,110400,119400,100000,119600
"Carrollton, AL","place",16000US0112304,27833,30688,27857,25192,85800,86800,85300,88000
"Castleberry, AL","place",16000US0112496,16298,17434,20677,16696,51800,47600,46600,45900
"Catherine, AL","place",16000US0112544,,,,,,,,
"Cedar Bluff, AL","place",16000US0112760,35143,37844,36389,38141,97100,107700,97900,87100
"Center Point, AL","place",16000US0113264,41714,38828,39944,39134,107000,107300,102700,100300
"Centre, AL","place",16000US0113648,31667,31201,31268,31898,110000,98400,98000,96400
"Centreville, AL","place",16000US0113672,30852,33565,41103,43438,151900,146600,135900,124300
"Chatom, AL","place",16000US0114008,18750,33867,35365,38889,92900,97800,102200,112000
"Chelsea, AL","place",16000US0114104,83600,85106,85757,91199,201000,199400,202700,216300
"Cherokee, AL","place",16000US0114152,29375,28846,28359,29167,65300,68300,66100,65500
"Chickasaw, AL","place",16000US0114392,30363,30708,30973,28893,84700,81600,79700,78200
"Childersburg, AL","place",16000US0114464,27057,28227,25948,30391,119300,112600,109300,105900
"Choccolocco, AL","place",16000US0114728,52375,57986,54825,61378,193900,198000,191900,190600
"Chunchula, AL","place",16000US0114968,16685,17404,,69537,19200,19800,,
"Citronelle, AL","place",16000US0115064,39892,50667,48125,44026,103100,112700,113100,116200
"Clanton, AL","place",16000US0115136,37653,39419,39823,40837,101900,99800,104900,114300
"Clay, AL","place",16000US0115256,69780,67630,68717,69973,165400,159300,158300,151800
"Clayhatchee, AL","place",16000US0115304,32625,32969,32656,31875,77900,78500,90900,78000
"Clayton, AL","place",16000US0115376,21169,23672,25203,25352,69400,66200,72300,78100
"Cleveland, AL","place",16000US0115472,43750,40893,40909,32917,116200,108900,117900,116500
"Clio, AL","place",16000US0115640,25000,22981,19539,20887,55500,45200,41300,39600
"Coaling, AL","place",16000US0116000,64833,61648,54167,57679,153400,143900,140300,143500
"Coats Bend, AL","place",16000US0116080,44211,41645,42821,42500,77100,88000,91400,84400
"Coffee Springs, AL","place",16000US0116240,39375,34286,33636,31250,90800,95000,95000,90800
"Coffeeville, AL","place",16000US0116264,19904,22143,19583,21750,70400,74400,77800,102100
"Coker, AL","place",16000US0116312,37692,41339,45795,47917,134700,152900,149300,160800
"Collinsville, AL","place",16000US0116600,18053,20833,25795,22917,66900,68300,73900,64300
"Colony, AL","place",16000US0116684,30729,32788,33063,34018,48100,76100,79400,78600
"Columbia, AL","place",16000US0116744,24637,29531,31806,32396,65500,75000,91700,79200
"Columbiana, AL","place",16000US0116768,30625,33484,32700,34336,162800,175900,163200,140400
"Concord, AL","place",16000US0116936,44722,46900,44620,54808,127700,133700,133000,144600
"Coosada, AL","place",16000US0117176,50461,48125,47406,43646,110500,116800,141300,143900
"Cordova, AL","place",16000US0117368,23667,23265,19139,20917,52300,51900,52900,66400
"Cottondale, Alabama","place",16000US0117704,41296,41064,43875,50063,112100,111400,109500,110800
"Cottonwood, AL","place",16000US0117824,27434,26344,25313,25893,69800,73100,68400,74000
"County Line, AL","place",16000US0117968,49634,49079,55313,48884,75000,72500,110000,
"Courtland, AL","place",16000US0118040,39375,34063,33125,36016,79300,78500,77900,80300
"Cowarts, AL","place",16000US0118088,41250,43348,43533,41625,86600,92400,92700,91900
"Creola, AL","place",16000US0118304,48919,51705,51705,48913,135500,134900,128400,115000
"Crossville, AL","place",16000US0118856,28250,28942,30833,31157,89600,82900,88000,89900
"Cuba, AL","place",16000US0118952,35938,40625,40673,40147,74000,76300,76200,82700
"Cullman, AL","place",16000US0118976,36767,37995,38746,40129,126800,132600,139700,142300
"Cullomburg, AL","place",16000US0119024,9779,18295,,19000,85000,108000,88800,88800
"Cusseta, AL","place",16000US0119216,36250,34688,52500,36389,76400,74600,104700,123900
"Dadeville, AL","place",16000US0119336,33843,29024,29368,30094,97500,100100,106600,106900
"Daleville, AL","place",16000US0119360,44550,41762,45651,41235,92500,101500,100000,99400
"Daphne, AL","place",16000US0119648,61224,61986,60737,61508,180000,174000,176300,184600
"Dauphin Island, AL","place",16000US0119744,63542,64677,63594,68750,234000,205900,197900,212700
"Daviston, AL","place",16000US0119816,39904,41750,47639,46250,95000,77500,55900,56900
"Dayton, AL","place",16000US0119912,16944,18889,,2499,108300,102800,,
"Deatsville, AL","place",16000US0120008,74453,76518,78125,77333,183900,181800,186600,194000
"Decatur, AL","place",16000US0120104,40800,42867,41496,42602,120400,123500,124200,127100
"Deer Park, AL","place",16000US0120152,21176,19632,,,55500,54100,55000,
"Delta, AL","place",16000US0120272,41213,40234,,,60800,154500,,
"Demopolis, AL","place",16000US0120296,34771,33385,27656,25942,138500,146800,137000,115100
"Detroit, AL","place",16000US0120392,20833,21750,24107,27083,55600,62500,70000,73900
"Dodge City, AL","place",16000US0120955,46607,40288,41346,36016,94400,88900,114400,105200
"Dora, AL","place",16000US0121136,45640,44716,40769,41197,105500,103300,106500,90500
"Dothan, AL","place",16000US0121184,42135,42026,42426,42569,138000,137700,139800,141000
"Double Springs, AL","place",16000US0121280,29837,27794,29063,23000,67800,66200,62500,68700
"Douglas, AL","place",16000US0121328,35179,31106,29318,34375,85000,82000,77900,79400
"Dozier, AL","place",16000US0121448,21667,22019,21765,21635,80600,84300,65000,58300
"Dunnavant, AL","place",16000US0121890,87760,64167,42857,44286,110300,125000,106300,110000
"Dutton, AL","place",16000US0121952,46786,45313,39688,47500,88300,88300,82700,89400
"East Brewton, AL","place",16000US0122216,24599,25714,26736,26968,66200,72000,81100,83400
"East Point, AL","place",16000US0122504,38750,61838,62059,47333,106600,99300,,99300
"Eclectic, AL","place",16000US0122816,40391,41667,41304,44375,99800,109300,104500,108600
"Edgewater, AL","place",16000US0123032,31156,30087,26818,29028,77600,74600,71400,74200
"Edwardsville, AL","place",16000US0123176,37014,64375,38438,41406,110100,104700,70000,92000
"Egypt, AL","place",16000US0123224,51731,54211,56693,55366,54200,58700,75700,72600
"Elba, AL","place",16000US0123296,30603,26316,26156,25654,100500,93200,104900,98500
"Elberta, AL","place",16000US0123320,30833,31528,31190,30750,92600,100500,109400,111700
"Eldridge, AL","place",16000US0123344,32250,30938,30000,,67500,65400,58800,60000
"Elkmont, AL","place",16000US0123488,47083,49375,39583,47500,146900,105700,118400,123300
"Elmore, AL","place",16000US0123656,36583,41378,40150,35125,78800,81300,97100,79600
"Emelle, AL","place",16000US0123872,52500,36250,36250,41250,65000,65000,85000,
"Emerald Mountain, AL","place",16000US0123880,91725,90000,91054,90043,214400,198400,213200,211800
"Enterprise, AL","place",16000US0124184,50006,51692,54450,54217,161800,169600,169300,166500
"Epes, AL","place",16000US0124256,28750,29375,25000,21875,78300,82200,67500,66200
"Ethelsville, AL","place",16000US0124472,40156,40938,40417,36000,81000,45000,44300,43800
"Eufaula, AL","place",16000US0124568,36071,37393,32845,33362,125500,127300,123700,126900
"Eunola, AL","place",16000US0124616,51944,53571,42023,41835,65000,70000,85300,82200
"Eutaw, AL","place",16000US0124664,28625,26324,22377,25697,79300,77700,76500,78100
"Eva, AL","place",16000US0124688,39125,43125,39868,50625,126300,121600,143100,138100
"Evergreen, AL","place",16000US0124808,20906,17137,18661,17700,68100,64300,77500,78500
"Excel, AL","place",16000US0124880,34000,39896,34375,36875,92500,104000,101700,112000
"Fairfield, AL","place",16000US0125120,34418,34556,34890,32723,93100,94900,94600,95100
"Fairford, AL","place",16000US0125216,31792,32356,32269,34803,,,,
"Fairhope, AL","place",16000US0125240,57917,58767,61489,61723,243400,232500,238800,243900
"Fairview, AL","place",16000US0125384,35938,35000,37750,38000,102100,105000,121100,119400
"Falkville, AL","place",16000US0125648,39167,35714,33846,36920,86500,78300,82700,81600
"Faunsdale, AL","place",16000US0125816,28500,21429,20625,31250,128100,102500,,39200
"Fayette, AL","place",16000US0125840,24950,24314,30646,28846,94700,77600,75100,76000
"Fayetteville, AL","place",16000US0125864,45417,43438,34632,42500,119500,112800,103500,95000
"Fitzpatrick, AL","place",16000US0126152,8000,8500,,,120000,316000,,9999
"Five Points, AL","place",16000US0126200,30000,45357,45000,35625,57000,58000,70800,76500
"Flomaton, AL","place",16000US0126824,30036,28750,24406,23548,70200,68500,67300,75200
"Florala, AL","place",16000US0126848,29856,25952,25673,26017,60200,67700,68500,69000
"Florence, AL","place",16000US0126896,36337,35632,35731,37058,117800,119200,125300,126000
"Foley, AL","place",16000US0126992,42880,43202,40938,42172,162600,162800,156800,153500
"Forestdale, AL","place",16000US0127088,53379,49000,48654,49565,122000,117500,116600,118800
"Forkland, AL","place",16000US0127376,17614,17337,19063,28110,52700,55200,51400,54100
"Fort Deposit, AL","place",16000US0127520,29886,23990,23963,24167,76900,69000,62000,60000
"Fort Payne, AL","place",16000US0127616,34814,34689,38833,38445,95600,96800,108200,115600
"Fort Rucker, AL","place",16000US0127640,52620,59094,59265,58424,,,,
"Franklin, AL","place",16000US0128024,39583,54792,60417,46250,82000,68700,66900,66500
"Fredonia, AL","place",16000US0128120,79000,93864,66591,58750,120400,117800,116600,116300
"Frisco City, AL","place",16000US0128312,17833,19671,17311,17731,62600,65300,61200,65200
"Fruitdale, AL","place",16000US0128408,62321,63750,63125,59545,12500,13300,9999,
"Fruithurst, AL","place",16000US0128432,26667,30000,35625,40625,51700,43800,48300,58000
"Fulton, AL","place",16000US0128504,51964,32083,32083,27188,67000,52100,53600,52500
"Fultondale, AL","place",16000US0128552,47260,50586,51587,54273,128000,123600,129500,130000
"Fyffe, AL","place",16000US0128672,35714,44375,42356,46080,88100,102100,105700,114000
"Gadsden, AL","place",16000US0128696,27823,27922,29136,30496,71200,70600,71200,72700
"Gainesville, AL","place",16000US0128768,20833,16875,14444,22500,56200,57500,65000,58100
"Gallant, AL","place",16000US0128816,40433,47222,45859,63897,114000,111200,121600,124600
"Gantt, AL","place",16000US0128936,34750,44688,47000,49375,64400,63000,64500,64300
"Garden City, AL","place",16000US0129032,36806,33068,31591,31136,87800,106600,90000,81800
"Gardendale, AL","place",16000US0129056,58211,56852,56132,62668,163500,160800,156700,158400
"Gaylesville, AL","place",16000US0129296,58690,33750,26818,26875,77200,85000,88800,93800
"Geiger, AL","place",16000US0129392,33750,46250,45125,44583,86000,131300,94500,
"Geneva, AL","place",16000US0129464,28580,29025,29912,34423,62400,82700,85600,87800
"Georgiana, AL","place",16000US0129560,18079,18517,19969,19920,60400,63200,63700,64500
"Geraldine, AL","place",16000US0129608,40188,39808,42292,38990,124600,127900,117800,120600
"Gilbertown, AL","place",16000US0129704,17417,19375,33750,21750,105000,115000,110400,100000
"Glen Allen, AL","place",16000US0129944,35903,27417,24531,25511,47900,62300,54400,50800
"Glencoe, AL","place",16000US0129992,46637,48831,46691,48860,110700,98800,106100,117100
"Glenwood, AL","place",16000US0130160,41875,35833,36000,,73200,72900,54600,48300
"Goldville, AL","place",16000US0130448,33125,35625,46250,,121900,66700,103100,
"Good Hope, AL","place",16000US0130496,48321,47697,47754,49649,99400,102500,106800,97200
"Goodwater, AL","place",16000US0130640,24702,23413,23809,23571,57000,63200,66900,66700
"Gordo, AL","place",16000US0130736,24201,26875,30781,28000,101000,105600,109400,110700
"Gordon, AL","place",16000US0130760,18750,17813,22250,22250,54700,59100,68300,48800
"Gordonville, AL","place",16000US0130808,18615,17656,18224,18798,37500,45800,47000,51100
"Goshen, AL","place",16000US0130880,36563,37321,40132,41563,73000,72900,70400,73800
"Graham, AL","place",16000US0131000,51250,41977,41914,68523,164400,156600,,
"Grand Bay, AL","place",16000US0131024,53259,50833,48767,54097,99300,106400,109500,112800
"Grant, AL","place",16000US0131096,47159,51000,55000,52917,153400,141900,145400,152700
"Grayson Valley, AL","place",16000US0131348,44782,48583,46250,49390,112200,108700,113800,121200
"Graysville, AL","place",16000US0131384,40335,39792,41282,42151,76400,74900,81200,79900
"Greensboro, AL","place",16000US0131720,25069,24514,21797,20787,77600,77400,82100,84300
"Greenville, AL","place",16000US0131912,29136,30201,29741,32948,100000,103300,101200,105400
"Grimes, AL","place",16000US0132056,30694,33269,31579,31842,64200,66300,67200,73500
"Grove Hill, AL","place",16000US0132080,25341,25625,31786,37063,139900,135500,133300,135200
"Guin, AL","place",16000US0132224,25744,27442,23000,22065,87400,85500,87400,80800
"Gulfcrest, AL","place",16000US0132248,,,68462,,,,93500,98100
"Gulf Shores, AL","place",16000US0132272,48181,45777,47662,50814,198400,221600,232400,236600
"Guntersville, AL","place",16000US0132416,36481,37790,39756,42273,163700,154000,160200,167500
"Gurley, AL","place",16000US0132440,37500,36094,32500,31964,98900,94700,93600,97400
"Gu-Win, AL","place",16000US0132536,50417,38750,39000,41563,69200,63000,63300,86300
"Hackleburg, AL","place",16000US0132560,26505,31429,28819,32411,66500,65400,66900,73600
"Hackneyville, AL","place",16000US0132584,61875,49688,60474,60426,96800,133400,125000,98100
"Haleburg, AL","place",16000US0132656,39167,56250,54167,56000,106300,121900,90000,116700
"Haleyville, AL","place",16000US0132704,23576,22694,24291,25949,77100,78300,74500,72700
"Hamilton, AL","place",16000US0132848,29833,32292,33053,37391,91200,92100,95400,95400
"Hammondville, AL","place",16000US0132896,42941,44904,43281,48125,113000,107500,129200,129200
"Hanceville, AL","place",16000US0132968,27527,30577,29231,32381,103800,98900,92500,89800
"Harpersville, AL","place",16000US0133256,33032,33447,35972,41339,133400,101800,100700,150700
"Hartford, AL","place",16000US0133424,23940,24245,22094,28098,80300,87000,92100,83900
"Hartselle, AL","place",16000US0133448,51447,53221,53878,54248,131700,130100,128200,132000
"Harvest, AL","place",16000US0133472,65545,64694,63708,63969,163600,159600,153800,148300
"Hatton, AL","place",16000US0133544,74531,33846,,39375,55500,55400,,94600
"Hayden, AL","place",16000US0133640,49922,50779,50795,50179,137000,137900,142500,124700
"Hayneville, AL","place",16000US0133712,18272,18688,18802,20288,79400,78800,62500,65400
"Hazel Green, AL","place",16000US0133808,49554,42679,41938,39566,125800,125000,123000,128200
"Headland, AL","place",16000US0133856,51615,51394,51822,46135,132600,135800,141800,140400
"Heath, AL","place",16000US0133904,31250,35417,38333,37250,81700,79500,87500,91300
"Heflin, AL","place",16000US0133976,30100,30755,25823,22708,89400,112700,106900,100200
"Helena, AL","place",16000US0134024,83956,86018,84615,84888,178200,177000,181900,185000
"Henagar, AL","place",16000US0134096,32050,30690,30757,35694,81100,78100,82900,78800
"Highland Lake, AL","place",16000US0134480,53875,58750,51250,50625,183300,211400,207300,213300
"Highland Lakes, AL","place",16000US0134490,124702,124077,124291,134315,398800,403800,406800,419100
"Hillsboro, AL","place",16000US0134816,39519,34773,34712,32500,89300,87300,105700,103800
"Hissop, AL","place",16000US0134984,23182,22167,25032,27205,63500,69000,85300,104000
"Hobson, AL","place",16000US0135130,34250,40000,,,70800,65000,70900,77400
"Hobson City, AL","place",16000US0135152,19583,19200,25563,28125,72200,70900,73100,85600
"Hodges, AL","place",16000US0135200,41250,37500,29583,32083,69700,75000,74400,69100
"Hokes Bluff, AL","place",16000US0135392,49244,50669,46042,48371,129200,127900,124300,123500
"Hollins, AL","place",16000US0135512,27554,27880,,44556,66500,81300,31900,
"Hollis Crossroads, AL","place",16000US0135536,40156,43393,34408,,116700,117700,112200,107000
"Holly Pond, AL","place",16000US0135560,34702,30125,44750,38482,125500,117100,122100,126800
"Hollywood, AL","place",16000US0135632,37656,30673,29306,32500,72800,70000,84700,84600
"Holt, AL","place",16000US0135704,33318,34032,30446,32841,67400,75500,71600,66200
"Holtville, AL","place",16000US0135752,54814,47378,52713,48438,127100,122900,132800,144000
"Homewood, AL","place",16000US0135800,60468,62431,61626,66573,275700,286300,285200,299100
"Hoover, AL","place",16000US0135896,75020,76469,77146,78056,262500,260700,264200,268100
"Horn Hill, AL","place",16000US0136088,30000,33625,34464,37500,100700,93300,102000,88000
"Hueytown, AL","place",16000US0136448,42091,41768,42172,41141,114500,108700,110000,112600
"Huguley, AL","place",16000US0136592,40879,35625,42063,39916,71300,76600,72200,75500
"Huntsville, AL","place",16000US0137000,48881,49060,48775,51441,158400,160400,162800,168900
"Hurtsboro, AL","place",16000US0137096,25156,21364,19732,20536,57900,55600,60600,61200
"Hytop, AL","place",16000US0137264,42500,41875,38542,40156,83300,79100,75700,83000
"Ider, AL","place",16000US0137312,29318,34000,32692,36591,113600,113100,102000,98600
"Indian Springs Village, AL","place",16000US0137465,81803,88487,96346,100078,327600,325500,311600,323000
"Irondale, AL","place",16000US0137864,50157,48361,47351,47949,129000,125200,127700,127300
"Ivalee, AL","place",16000US0138032,30735,32072,50737,42188,64600,73200,109800,129500
"Jackson, AL","place",16000US0138152,34750,29764,31232,31096,90000,100800,102500,101100
"Jacksons' Gap, AL","place",16000US0138248,35000,35915,36719,39519,84300,85200,81200,82300
"Jacksonville, AL","place",16000US0138272,37733,38192,38903,39216,129300,137100,159400,149400
"Jasper, AL","place",16000US0138416,43728,40786,39695,39075,140300,141900,132500,136000
"Jemison, AL","place",16000US0138608,46563,41375,38500,39722,109700,100700,95800,100200
"Joppa, AL","place",16000US0139064,16875,19315,23672,22571,22500,82200,90000,90000
"Kansas, AL","place",16000US0139280,33580,34167,38542,34167,48000,57000,46700,52900
"Kellyton, AL","place",16000US0139472,35000,28125,29688,46875,46800,49200,65000,81300
"Kennedy, AL","place",16000US0139520,28750,31750,35054,36167,68800,74000,66500,85000
"Killen, AL","place",16000US0139784,49605,50078,55313,52143,106000,116200,120300,133000
"Kimberly, AL","place",16000US0139856,79120,79250,76771,71161,166500,169400,169900,169800
"Kinsey, AL","place",16000US0140072,36550,34615,37109,37500,87400,86100,86000,85300
"Kinston, AL","place",16000US0140096,27031,23990,23571,31667,72300,72900,98300,79300
"Ladonia, AL","place",16000US0140648,28958,28966,32713,26699,94600,92900,87900,90100
"La Fayette, AL","place",16000US0140672,21029,24032,25666,26932,83700,75600,65100,67300
"Lakeview, AL","place",16000US0140888,46071,46250,46250,45139,152300,152900,112500,
"Lake View, AL","place",16000US0140928,83750,83583,88594,80573,179100,184800,185100,188200
"Lanett, AL","place",16000US0141296,24978,24054,25220,27297,77900,76500,81300,81200
"Langston, AL","place",16000US0141368,38750,32083,31875,42750,95000,92000,140000,135000
"Leeds, AL","place",16000US0141968,50093,50805,52689,56087,137700,138700,140100,141600
"Leesburg, AL","place",16000US0142016,36806,40083,41397,44135,109200,114500,113500,128100
"Leighton, AL","place",16000US0142160,19638,24848,22500,29844,55800,70000,65300,71000
"Leroy, AL","place",16000US0142304,72368,67500,47365,65526,110600,110800,103700,106700
"Lester, AL","place",16000US0142352,36250,31607,,36875,83600,89200,88600,92100
"Level Plains, AL","place",16000US0142472,58125,61181,65769,63676,119800,117000,129700,137700
"Lexington, AL","place",16000US0142640,48816,43125,35521,37917,91700,94800,96600,103500
"Libertyville, AL","place",16000US0142808,44792,43125,44286,43750,104900,64400,67500,67100
"Lillian, AL","county",16000US0142928,,,51776,52477,,,156600,155500
"Lincoln, AL","place",16000US0143120,45114,50221,55605,52388,120700,132600,126600,125500
"Linden, AL","place",16000US0143240,26667,26250,29722,35000,72200,72800,80100,89200
"Lineville, AL","place",16000US0143264,27143,30708,31472,32244,82600,75900,77600,94700
"Lipscomb, AL","place",16000US0143336,28384,28631,26163,27304,57500,52800,44600,50200
"Lisman, AL","place",16000US0143384,18813,21250,28750,,48300,55300,63600,63200
"Littleville, AL","place",16000US0143648,48375,51129,49107,45188,106000,99600,88900,89100
"Livingston, AL","place",16000US0143720,14825,14797,14426,16063,114600,132800,140800,163400
"Loachapoka, AL","place",16000US0143744,41250,39375,34688,37500,100000,128600,117900,110400
"Lockhart, AL","place",16000US0143816,36087,35288,36250,35625,60300,46100,45200,64000
"Locust Fork, AL","place",16000US0143888,50234,53487,57143,56250,121000,117600,115400,115800
"Lookout Mountain, AL","place",16000US0144160,53039,53934,51058,52917,112700,108700,106400,113900
"Louisville, AL","place",16000US0144344,21071,30179,34286,32813,72500,74300,82400,65000
"Lowndesboro, AL","place",16000US0144536,61250,76964,39375,45250,229200,227600,202600,214100
"Loxley, AL","place",16000US0144608,39494,41875,48000,50076,116300,124000,122200,143800
"Luverne, AL","place",16000US0144728,33618,33478,29844,29618,66300,68300,81000,92600
"Lynn, AL","place",16000US0144800,42813,37841,33452,33672,73500,73100,73200,67100
"McDonald Chapel, AL","place",16000US0145208,41290,22778,15588,18750,64200,63400,54200,59100
"Macedonia, AL","place",16000US0145316,22969,17500,,14180,42000,19000,,
"McIntosh, AL","place",16000US0145472,41042,49306,48625,46786,100600,93800,101700,107800
"McKenzie, AL","place",16000US0145496,26250,28864,31500,28333,56100,59500,62800,61700
"McMullen, AL","place",16000US0145640,18333,21250,,23125,18800,65000,,
"Madison, AL","place",16000US0145784,94962,92965,92960,95423,229400,231700,226700,233600
"Madrid, AL","place",16000US0145904,59375,60515,38750,39792,104700,109700,53800,48300
"Magnolia Springs, AL","place",16000US0146072,47391,46071,47614,49135,214700,210300,222600,230000
"Malcolm, AL","place",16000US0146192,,,,,,,,
