geo_name,geo_sumlevel,geo_id,income_2013,income_2014,income_2015,income_2016,median_property_value_2013,median_property_value_2014,median_property_value_2015,median_property_value_2016
"Lansing, MI","place",16000US2646000,36054,35675,35563,36851,85000,79600,76600,75500
"Lapeer, MI","place",16000US2646040,35266,31893,32910,31805,86900,82100,84900,85500
"Lathrup Village, MI","place",16000US2646320,79643,82396,100074,90875,151300,147700,153600,156800
"Laurium, MI","place",16000US2646360,36518,34485,36450,36701,68100,68000,70300,71600
"Lawrence, MI","place",16000US2646440,32500,27407,25700,30125,75500,71000,66300,73600
"Lawton, MI","place",16000US2646500,44375,42059,42277,40865,98800,93300,101100,101100
"Leland, MI","place",16000US2646800,92788,95577,96827,67054,614600,537000,,328600
"Lennon, MI","place",16000US2646880,43750,49688,52083,50938,91400,87100,86300,84200
"Leonard, MI","place",16000US2646940,57500,60536,49688,50313,122400,116900,117200,115800
"Le Roy, MI","place",16000US2647100,43750,43625,42750,43750,80600,77100,74100,75700
"Leslie, MI","place",16000US2647180,44107,44231,45288,47917,81400,81000,84100,88100
"Level Park-Oak Park, MI","place",16000US2647230,44805,48428,48363,48792,90300,91900,93500,95100
"Levering, MI","place",16000US2647240,37083,37857,34327,28375,88600,90000,83600,88300
"Lewiston, MI","place",16000US2647260,28447,26958,28148,29961,85700,88100,82600,88400
"Lexington, MI","place",16000US2647280,28125,28333,28802,29545,109600,112200,110700,104500
"Lincoln, MI","place",16000US2647560,18594,18750,24375,28462,78300,72900,73700,74300
"Lincoln Park, MI","place",16000US2647800,40589,39871,41090,41406,62500,58700,58700,60500
"Linden, MI","place",16000US2647820,62065,60250,58011,59882,136000,131700,132400,127600
"Litchfield, MI","place",16000US2647980,36161,35170,36750,37000,87500,86000,83400,87200
"Livonia, MI","place",16000US2649000,68973,69386,70125,71063,154900,153800,156100,162000
"Loomis, MI","place",16000US2649400,41389,42500,44583,37143,80500,81700,83300,83400
"Lost Lake Woods, MI","place",16000US2649450,48333,48750,37143,51750,142300,129200,131000,138200
"Lowell, MI","place",16000US2649540,44364,52065,58979,61397,99800,97100,100300,108600
"Ludington, MI","place",16000US2649640,32010,33110,33777,35972,104100,109000,110400,111200
"Luna Pier, MI","place",16000US2649700,46354,52986,48462,44833,112300,107000,108300,111600
"Lupton, MI","place",16000US2649720,34063,32500,29844,31875,54400,49000,48600,47900
"Luther, MI","place",16000US2649740,24028,23333,27500,29167,56900,55900,56200,56400
"Lyons, MI","place",16000US2649900,40313,42011,41250,42000,59800,62900,62500,72600
"McBain, MI","place",16000US2649980,33684,33542,32596,35125,91000,86500,95900,87100
"McBride, MI","place",16000US2650000,18438,33750,49583,41250,70300,56800,50800,49200
"Mackinac Island, MI","place",16000US2650280,47143,50750,48906,49702,262500,378600,391700,609800
"Mackinaw City, MI","place",16000US2650320,36974,35294,31989,30250,159300,154700,141100,123800
"Madison Heights, MI","place",16000US2650560,40140,40820,41206,43158,84200,80300,79700,84000
"Mancelona, MI","place",16000US2650620,32115,30588,30764,34688,69100,63300,69200,69400
"Manchester, MI","place",16000US2650660,54643,53571,46739,48233,131400,131900,138300,144500
"Manistee, MI","place",16000US2650720,41015,35587,36338,36600,91500,89200,93600,95900
"Manistee Lake, MI","place",16000US2650755,37353,36923,36316,38088,115600,111700,110700,124400
"Manistique, MI","place",16000US2650760,25727,26514,25821,27534,62500,63600,64600,62000
"Manitou Beach-Devils Lake, MI","place",16000US2650830,50564,52564,53632,45938,147500,145300,185300,178000
"Manton, MI","place",16000US2650880,31875,34650,34667,34926,69200,72800,75900,76400
"Maple City, MI","place",16000US2650920,20700,26563,45096,46250,89100,131700,133600,138000
"Maple Grove, MI","place",16000US2650970,,,,,,,,
"Maple Rapids, MI","place",16000US2651200,47361,47361,45875,48274,82600,82700,82000,83000
"Marcellus, MI","place",16000US2651460,43147,43080,43750,43750,77100,77100,77800,68000
"Marenisco, MI","place",16000US2651540,37500,38750,34821,34643,42700,45000,48600,71700
"Marine City, MI","place",16000US2651600,45045,40897,40240,45776,87800,82700,78500,86000
"Marion, MI","place",16000US2651660,29625,25926,24821,25469,67100,63300,69500,73100
"Marlette, MI","place",16000US2651820,32120,31136,30172,31094,67200,69300,64500,67200
"Marquette, MI","place",16000US2651900,37770,35719,36250,37551,159600,157900,160500,166300
"Marshall, MI","place",16000US2651940,46886,43809,44635,46376,110800,108600,108400,109000
"Martin, MI","place",16000US2651980,47292,36250,40938,41250,101500,105300,108200,105600
"Marysville, MI","place",16000US2652080,53237,53786,53611,60349,120700,115600,113000,116500
"Mason, MI","place",16000US2652180,53396,52365,51655,52352,113900,113500,117100,115800
"Mattawan, MI","place",16000US2652380,44118,42411,37275,42368,93700,100200,100100,97700
"Maybee, MI","place",16000US2652440,56250,51875,59688,64375,150000,157500,138600,141100
"Mayville, MI","place",16000US2652540,38125,36083,35568,35909,86800,76700,75000,70300
"Mecosta, MI","place",16000US2652760,27500,29028,27857,29375,63100,54500,55700,54400
"Melvin, MI","place",16000US2652920,37500,41000,40278,40250,76000,81500,81500,87300
"Melvindale, MI","place",16000US2652940,33302,33834,33081,36870,59000,54300,54300,57600
"Memphis, MI","place",16000US2652960,40156,43393,45234,48250,97900,99000,98800,104500
"Mendon, MI","place",16000US2652980,62500,59167,55417,54063,97800,89400,89300,90000
"Menominee, MI","place",16000US2653020,38130,34836,32247,34956,76500,76500,74700,73200
"Merrill, MI","place",16000US2653180,41250,43438,42500,42000,75800,71300,74800,77300
"Mesick, MI","place",16000US2653320,22039,27250,27857,32917,66600,62000,60000,62800
"Metamora, MI","place",16000US2653340,71087,70156,60769,53750,136900,130100,134100,134000
"Michiana, MI","place",16000US2653500,80833,69583,62321,64375,433300,434100,425000,461800
"Michigamme, MI","place",16000US2653520,40833,43897,44063,44911,84700,87100,100000,103100
"Michigan Center, MI","place",16000US2653580,44897,37098,43506,50673,114300,114100,105800,106700
"Middletown, MI","place",16000US2653730,35625,26439,26923,20833,82500,74000,70000,61100
"Middleville, MI","place",16000US2653760,47407,49716,47639,48818,98900,102400,102500,104700
"Midland, MI","place",16000US2653780,50928,50433,53722,54612,139500,137900,140900,140900
"Milan, MI","place",16000US2653920,62471,64000,65726,65326,124200,123300,130800,137900
"Milford, MI","place",16000US2653960,66626,69472,77350,71250,159500,164100,184200,189800
"Millersburg, MI","place",16000US2654120,30078,30972,30682,30833,55000,48600,61700,67700
"Millington, MI","place",16000US2654220,32679,34688,34722,31818,86100,80100,81400,81300
"Minden City, MI","place",16000US2654560,39886,43125,46250,43750,67500,58800,61900,67200
"Mio, MI","place",16000US2654660,27563,26729,26935,28750,73900,71700,70900,66700
"Monroe, MI","place",16000US2655020,42911,45037,44452,45055,107900,105600,105800,105700
"Montague, MI","place",16000US2655100,44583,45227,46354,50268,96800,102500,102800,101300
"Montgomery, MI","place",16000US2655220,28250,27000,28250,23929,45000,51400,50000,62100
"Montrose, MI","place",16000US2655280,35962,34063,39345,36176,84200,81300,77300,75500
"Morenci, MI","place",16000US2655500,37283,38798,39744,41214,76600,75400,72300,73800
"Morley, MI","place",16000US2655540,36125,35066,36250,36111,71200,70600,71700,69200
"Morrice, MI","place",16000US2655560,49609,53068,57917,66250,83000,87000,89500,87900
"Mount Clemens, MI","place",16000US2655820,33208,36348,35653,37266,76800,75600,76000,81600
"Mount Morris, MI","place",16000US2655960,21778,18438,20563,21196,62200,60400,50900,48800
"Mount Pleasant, MI","place",16000US2656020,28336,29107,30833,31710,123400,123200,123700,128800
"Muir, MI","place",16000US2656080,42045,41042,40521,32917,68300,68100,63300,58400
"Mulliken, MI","place",16000US2656140,57500,50938,58000,53929,110900,100400,104700,100300
"Munising, MI","place",16000US2656200,34362,36583,33953,33080,95600,94100,88100,91000
"Muskegon, MI","place",16000US2656320,26079,25989,27106,27359,67500,63300,63700,64000
"Muskegon Heights, MI","place",16000US2656360,19368,20474,20083,21903,46800,45600,41900,42500
"Napoleon, MI","place",16000US2656620,52292,52292,52212,56827,57100,59200,50400,57200
"Nashville, MI","place",16000US2656680,36141,36302,33462,34306,71400,67500,66100,68600
"Negaunee, MI","place",16000US2656860,46207,45856,49068,47991,107900,103500,106900,110400
"Nessen City, MI","place",16000US2656960,44375,36563,,16250,91800,88000,88000,88000
"Newaygo, MI","place",16000US2657080,35729,28641,27961,30714,84700,81500,81500,76900
"New Baltimore, MI","place",16000US2657100,79267,80762,77997,74431,168700,168200,174800,191000
"Newberry, MI","place",16000US2657140,33750,33833,32000,30040,57600,55100,51100,50900
"New Buffalo, MI","place",16000US2657220,40278,43155,45685,46250,205900,213000,196100,222200
"New Era, MI","place",16000US2657280,48625,52321,56389,58472,114400,107800,107500,98300
"New Haven, MI","place",16000US2657380,58558,51686,54855,59500,101900,103200,110300,117100
"New Lothrop, MI","place",16000US2657520,53542,46806,46953,47039,97700,97700,97500,97500
"New Troy, MI","place",16000US2657660,37969,44000,32031,36750,127000,104200,88700,87500
"Niles, MI","place",16000US2657760,31841,32283,33651,30963,78700,77800,78100,76300
"North Adams, MI","place",16000US2657920,41103,43281,43571,45179,74000,68600,66300,66800
"North Branch, MI","place",16000US2658080,32039,31548,34375,33938,84100,81300,78800,74500
"North Muskegon, MI","place",16000US2658640,57394,56893,56771,58300,133300,131900,136100,143300
"Northport, MI","place",16000US2658740,49167,48977,47321,49091,150000,186000,182900,191100
"Northview, MI","place",16000US2658945,53090,52965,52757,54137,140900,143000,142900,147700
"Northville, MI","place",16000US2658980,89116,91270,95478,99052,238300,243300,271500,298900
"Norton Shores, MI","place",16000US2659140,48536,50266,50850,52283,114500,111400,110500,114100
"Norway, MI","place",16000US2659220,37443,42195,42083,41162,62500,69600,71700,68000
"Norwood, MI","place",16000US2659320,65625,68750,61000,61389,177100,167500,167300,216700
"Novi, MI","place",16000US2659440,80108,80299,82587,86193,235800,235600,246500,266000
"Oak Hill, MI","place",16000US2659740,36810,41042,40000,42386,85600,89900,86800,85000
"Oakley, MI","place",16000US2659860,45208,39375,38594,42500,63900,70000,65300,67300
"Oak Park, MI","place",16000US2659920,48261,47292,47463,49811,82200,79800,78800,82500
"Oden, MI","place",16000US2660180,51929,52005,52750,42174,75300,75300,69300,66500
"Okemos, MI","place",16000US2660340,70781,71678,75032,74591,193300,191700,194200,205500
"Olivet, MI","place",16000US2660580,41797,41905,40000,40682,97800,106700,110400,118100
"Omena, MI","place",16000US2660640,44107,64844,78438,74306,355200,335400,271900,297500
"Omer, MI","place",16000US2660660,44821,43125,41750,29792,64200,65200,63100,66500
"Onaway, MI","place",16000US2660680,27647,33036,27000,29211,59700,57000,50800,48200
"Onekama, MI","place",16000US2660740,36250,32188,39375,38750,121000,122200,123200,109800
"Onsted, MI","place",16000US2660840,38750,38958,50000,42917,98300,107600,109400,101900
"Ontonagon, MI","place",16000US2660860,32500,33724,31200,32197,58300,58100,58200,60300
"Orchard Lake Village, MI","place",16000US2661020,137321,152625,148750,141250,576500,534200,487300,493400
"Ortonville, MI","place",16000US2661220,49167,49423,54100,54821,123100,120700,123700,146000
"Oscoda, MI","place",16000US2661320,31500,29044,32700,34241,77900,79000,79600,72200
"Ossineke, MI","place",16000US2661500,34053,31696,32938,37656,74900,77900,77000,78000
"Otisville, MI","place",16000US2661600,34792,35913,33871,37083,55500,49800,51300,55900
"Otsego, MI","place",16000US2661620,38967,36295,37004,42574,104300,106100,104400,109700
"Otter Lake, MI","place",16000US2661760,52750,49205,52778,55139,90400,90300,89400,94600
"Ovid, MI","place",16000US2661860,38636,43250,43384,45368,85200,76800,76900,76400
"Owendale, MI","place",16000US2661920,39375,35833,39375,30568,58000,58400,58200,61100
"Owosso, MI","place",16000US2661940,34960,34994,36159,36725,81700,76700,77300,76100
"Oxford, MI","place",16000US2662020,54722,57244,60219,63008,128000,129500,138700,155800
"Palmer, MI","place",16000US2662180,35972,39375,37500,37500,56800,59000,60500,61600
"Parchment, MI","place",16000US2662340,39375,37169,39226,36087,104200,99300,99500,105400
"Parkdale, MI","place",16000US2662500,36250,35000,35833,30313,99400,89800,93700,102100
"Parma, MI","place",16000US2662740,50450,50139,53083,56111,79400,77800,78600,77100
"Paw Paw, MI","place",16000US2662980,25383,30524,29531,33887,86500,89100,88300,94600
"Paw Paw Lake, MI","place",16000US2663020,42850,49107,50427,50654,127800,124900,124200,129100
"Pearl Beach, MI","place",16000US2663200,57700,57361,62340,66817,164900,175600,190600,206700
"Peck, MI","place",16000US2663260,36736,37813,36500,37656,71700,72500,68600,69300
"Pellston, MI","place",16000US2663300,40139,35855,35170,32333,82500,71600,78900,82200
"Pentwater, MI","place",16000US2663540,45357,42938,40500,42031,186500,211100,207300,221300
"Perrinton, MI","place",16000US2663660,30000,32917,30000,28125,75000,71300,62100,64400
"Perry, MI","place",16000US2663700,39886,42333,39861,39260,91500,82000,79900,83200
"Petersburg, MI","place",16000US2663800,55260,49952,51719,53750,105400,98500,97800,104500
"Petoskey, MI","place",16000US2663820,41827,40161,37556,39690,190100,188800,173900,169500
"Pewamo, MI","place",16000US2663900,50833,40357,48636,51771,106000,108100,105800,112500
"Pierson, MI","place",16000US2664020,47750,37708,38125,38875,64300,62100,56700,52500
"Pigeon, MI","place",16000US2664060,33125,36827,36917,36493,92000,85800,83800,79400
"Pilgrim, MI","place",16000US2664100,93375,95750,95568,97875,435000,430000,431800,415000
"Pinckney, MI","place",16000US2664140,59743,60139,63693,68214,141600,138500,145600,154700
"Pinconning, MI","place",16000US2664160,28047,29773,29960,30347,70000,71900,72700,64400
"Plainwell, MI","place",16000US2664740,41863,41417,43750,47869,106900,105300,110100,115200
"Pleasant Ridge, MI","place",16000US2664900,97670,100543,105438,107656,239900,233700,247300,268400
"Plymouth, MI","place",16000US2665060,73389,67350,75949,78254,195700,205100,224300,240200
"Ponshewaing, MI","place",16000US2665420,,,63750,,,,,
"Pontiac, MI","place",16000US2665440,27528,27632,28505,30152,61000,55300,54100,53700
"Portage, MI","place",16000US2665560,55036,55050,54040,57526,148100,147300,147600,148900
"Port Austin, MI","place",16000US2665680,28500,29079,30966,31359,117700,98500,101000,103900
"Port Hope, MI","place",16000US2665800,33333,36607,36250,35156,65000,62200,63400,63000
"Port Huron, MI","place",16000US2665820,32940,32888,33674,34592,81400,77100,73200,74100
"Portland, MI","place",16000US2665860,50972,55319,55290,54327,119200,116400,117300,117500
"Port Sanilac, MI","place",16000US2665900,33250,36875,37833,38594,110600,111000,109900,111300
"Posen, MI","place",16000US2666000,27917,28958,28750,28750,70000,58300,57800,66300
"Potterville, MI","place",16000US2666100,51750,49073,50341,55380,95500,86600,77200,78700
"Powers, MI","place",16000US2666140,22404,23661,26458,30938,63800,77500,80000,77100
"Prescott, MI","place",16000US2666300,42188,54750,34583,28750,58300,50000,49400,50000
"Presque Isle Harbor, MI","place",16000US2666343,55259,55313,55438,57188,147800,146100,150800,169400
"Prudenville, MI","place",16000US2666400,31691,32625,35794,35170,106400,105100,112700,115300
"Quincy, MI","place",16000US2666640,33281,31801,32857,35463,77600,74300,75300,73600
"Quinnesec, MI","place",16000US2666720,52866,53770,57391,59340,101400,86600,81700,81000
"Rapid City, MI","place",16000US2667140,30082,32181,38125,42273,81100,79200,86700,94800
"Ravenna, MI","place",16000US2667280,47500,52679,46286,46036,113700,109300,110800,111300
"Reading, MI","place",16000US2667500,28621,30653,31207,34333,59900,60800,64300,65800
"Reed City, MI","place",16000US2667820,22866,24707,26852,31304,72200,71200,62500,64200
"Reese, MI","place",16000US2667900,41827,44107,44423,46875,116500,115900,116000,111300
"Republic, MI","place",16000US2667980,24327,22750,25114,25078,53800,48900,50800,49600
"Richland, MI","place",16000US2668240,67019,60938,61000,62292,163200,159600,162900,162300
"Richmond, MI","place",16000US2668380,48465,47331,45096,46750,113900,113400,121600,133800
"River Rouge, MI","place",16000US2668760,26185,26661,26230,27463,38600,36800,34100,35600
"Riverview, MI","place",16000US2668880,48575,49583,49796,53502,117200,118600,117200,123200
"Robin Glen-Indiantown, MI","place",16000US2668990,26250,31406,31528,30208,11800,15400,20000,20300
"Rochester, MI","place",16000US2669020,77105,76133,75043,76616,266800,280000,291500,308700
"Rochester Hills, MI","place",16000US2669035,78160,80806,82112,83507,212700,215200,230100,247500
"Rockford, MI","place",16000US2669080,47093,48641,55508,60565,145200,138600,146400,151000
"Rockwood, MI","place",16000US2669180,55944,53617,51250,55636,121100,111100,112600,114100
"Rogers City, MI","place",16000US2669260,38691,33993,39063,37005,75400,69900,70000,68500
"Romeo, MI","place",16000US2669400,43786,50556,50156,47813,141300,134400,143500,161500
"Romulus, MI","place",16000US2669420,44119,44525,42681,44727,73100,68700,69400,72800
"Roosevelt Park, MI","place",16000US2669520,39572,39345,41938,41806,94800,92600,91300,92800
"Roscommon, MI","place",16000US2669540,18750,17981,24464,29798,80500,74400,61100,58100
"Rosebush, MI","place",16000US2669640,28393,29545,33929,35625,86500,87400,87200,87000
"Rose City, MI","place",16000US2669680,18750,16786,18750,22500,82500,72300,73100,65200
"Roseville, MI","place",16000US2669800,40337,40646,40713,42036,66100,62300,63200,66100
"Rothbury, MI","place",16000US2669880,38672,39250,49583,48750,104600,101500,88800,87000
"Royal Oak, MI","place",16000US2670040,62789,64873,65786,68504,155700,159000,166200,175200
"Saginaw, MI","place",16000US2670520,27701,29049,27990,28871,49200,46800,44100,40600
"St. Charles, MI","place",16000US2670640,43190,42258,36336,37193,80800,82800,83500,83500
"St. Clair, MI","place",16000US2670680,51907,50980,56449,58101,128400,129400,131200,138900
"St. Clair Shores, MI","place",16000US2670760,53069,53252,53093,54590,94600,92100,95000,102400
"St. Helen, MI","place",16000US2670800,24652,25651,26841,27561,57700,54900,52700,53000
"St. Ignace, MI","place",16000US2670840,37994,35677,34555,38750,112800,112900,113500,111500
"St. James, MI","place",16000US2670900,35000,37500,35750,35500,187500,158300,159700,151400
"St. Johns, MI","place",16000US2670940,39824,40331,38676,43765,119200,116000,115900,120300
"St. Joseph, MI","place",16000US2670960,51027,52772,55012,55854,152500,156000,156100,164000
"St. Louis, MI","place",16000US2671000,28063,28569,34524,37768,62400,66800,72400,73900
"Saline, MI","place",16000US2671140,63958,67180,65497,66419,187200,188300,196800,215100
"Sand Lake, MI","place",16000US2671340,34323,37064,37778,36800,88700,90500,87300,92300
"Sand Lake, Kent County, MI","place",16000US2671360,40139,34444,34464,36667,88800,82200,77300,77600
"Sandusky, MI","place",16000US2671540,31989,28026,26888,27106,76600,71500,71400,73200
"Sanford, MI","place",16000US2671560,39250,37500,38424,40455,116500,113500,111600,115300
"Saranac, MI","place",16000US2671660,36705,31641,31042,31976,101500,97300,96600,101000
"Saugatuck, MI","place",16000US2671700,55917,56979,60000,60870,324500,355800,332500,337500
"Sault Ste. Marie, MI","place",16000US2671740,33620,32125,32061,34925,81400,78300,81600,82500
"Schoolcraft, MI","place",16000US2671860,42721,40337,49205,48603,107800,102600,109600,111400
"Scottville, MI","place",16000US2672080,35568,33750,35333,34545,79400,74200,72600,72100
"Sebewaing, MI","place",16000US2672180,42447,44107,45350,41324,71600,68300,70100,71700
"Shelby, MI","place",16000US2672840,33365,33237,32350,34760,81300,89800,83900,84000
"Shepherd, MI","place",16000US2672960,40673,39259,39150,42841,97700,99800,96400,107400
"Sheridan, MI","place",16000US2673100,41696,44464,40833,41944,82800,83300,78800,82900
"Sherwood, MI","place",16000US2673420,37500,41406,40000,42083,52500,52800,55400,53700
"Shields, MI","place",16000US2673560,53069,52500,48966,50975,119000,115700,114900,115500
"Shoreham, MI","place",16000US2673660,81563,75938,78194,74306,180700,178100,193800,183500
"Shorewood-Tower Hills-Harbert, MI","place",16000US2673730,39074,41635,42338,50250,235000,219600,251600,259900
"Skidway Lake, MI","place",16000US2674200,22703,19954,22384,26040,57000,51100,48600,49200
"Snover, MI","place",16000US2674380,39821,43250,45000,39821,71900,72600,75500,78100
"South Boardman, MI","place",16000US2674740,40000,40795,41833,41484,87400,87300,86200,88300
"Southfield, MI","place",16000US2674900,49841,49548,49244,50371,108500,104100,105800,113100
"Southgate, MI","place",16000US2674960,48439,48924,50280,51138,88200,85900,84900,87900
"South Gull Lake, MI","place",16000US2674975,84342,90500,86061,77292,466200,469000,,383300
"South Haven, MI","place",16000US2674980,34202,40368,40122,45123,167800,174800,169200,175000
"South Lyon, MI","place",16000US2675100,54895,55889,61523,62523,151400,145900,152000,161100
"South Monroe, MI","place",16000US2675140,38571,38472,38675,38457,88200,90900,94900,101900
"South Range, MI","place",16000US2675220,29750,28750,29737,29141,74600,71600,70700,73400
"South Rockwood, MI","place",16000US2675280,54337,60000,60132,63828,113800,114200,111600,116300
"Sparta, MI","place",16000US2675420,41274,41031,41406,41404,102300,104200,105400,106600
"Spring Arbor, MI","place",16000US2675620,53482,47404,53664,53442,140700,127300,131800,138400
"Springfield, MI","place",16000US2675700,32500,37038,35810,35286,65400,62600,56300,58200
"Spring Lake, MI","place",16000US2675820,52286,51889,50707,52824,129300,127500,127100,131700
"Springport, MI","place",16000US2675860,30938,38750,39643,40365,67700,64500,66000,68300
"Standish, MI","place",16000US2676120,25469,25313,25707,28750,82100,80500,79200,79300
"Stanton, MI","place",16000US2676220,31250,28750,28438,33150,82400,77600,69100,73900
"Stanwood, MI","place",16000US2676240,39028,38000,43750,44000,76700,71900,70000,71000
"Stephenson, MI","place",16000US2676380,28958,29667,31719,36250,78900,78300,79400,78000
"Sterling, MI","place",16000US2676420,37115,39500,39531,37386,75000,74800,74800,72400
"Sterling Heights, MI","place",16000US2676460,57075,58800,60089,60492,144200,143500,147700,154000
"Stevensville, MI","place",16000US2676500,56641,52000,51667,50938,128500,133600,134200,129800
"Stockbridge, MI","place",16000US2676560,49141,48274,45536,43875,103000,98300,107000,108800
"Stony Point, MI","place",16000US2676720,56538,58843,66023,66250,107200,87000,107800,108500
"Stronach, MI","place",16000US2676820,31786,34306,33906,34196,71000,71100,72200,81100
"Sturgis, MI","place",16000US2676960,35245,36206,36293,34902,88800,84500,80900,80800
"Sunfield, MI","place",16000US2677420,42788,44125,45455,45417,85000,80500,80300,84300
"Suttons Bay, MI","place",16000US2677600,52292,59722,58500,62308,258300,259400,255000,315700
"Swartz Creek, MI","place",16000US2677700,43105,49181,44046,44525,106300,105800,105500,108200
"Sylvan Lake, MI","place",16000US2677860,72903,65469,65489,65781,162100,157200,169200,188900
"Tawas City, MI","place",16000US2678140,35500,38259,39531,37321,80800,80000,74300,81000
"Taylor, MI","place",16000US2679000,41933,41742,40545,41897,77800,73900,72500,75600
"Tecumseh, MI","place",16000US2679120,49856,48381,48658,51652,114200,111300,105900,112600
"Tekonsha, MI","place",16000US2679160,36923,36080,33375,34125,66500,63500,66300,66200
"Temperance, MI","place",16000US2679240,58278,61776,61371,65942,154300,152500,147700,154400
"Thompsonville, MI","place",16000US2679600,30375,30556,29688,27452,74200,68300,66600,64800
"Three Oaks, MI","place",16000US2679720,35871,39115,39224,40673,101100,125000,124700,124100
"Three Rivers, MI","place",16000US2679760,37014,32545,35430,40511,76800,71500,74400,77600
"Traverse City, MI","place",16000US2680340,45497,47836,47284,51139,168900,173300,185500,198000
"Trenton, MI","place",16000US2680420,53101,53257,55218,56888,118300,115200,118000,123400
"Trowbridge Park, MI","place",16000US2680660,55893,54625,57616,61402,142700,141200,137600,148100
"Troy, MI","place",16000US2680700,85685,84325,85027,88954,219200,220100,230400,247200
"Turner, MI","place",16000US2680820,16250,15750,17083,23036,46700,32800,33900,53600
"Tustin, MI","place",16000US2680960,41042,42000,46875,49167,77000,81400,89000,82900
"Twining, MI","place",16000US2681020,38750,33750,22500,33125,57800,54000,55000,57100
"Twin Lake, MI","place",16000US2681040,59821,53676,61802,64643,136100,133100,151300,158200
"Ubly, MI","place",16000US2681200,36375,37135,36667,37891,88500,87700,84700,84500
"Union City, MI","place",16000US2681360,34531,33859,34952,40341,70200,69400,66700,64000
"Unionville, MI","place",16000US2681420,41875,45313,41154,46750,75000,69700,73700,76300
"Utica, MI","place",16000US2681540,45500,45369,48555,51325,114000,109300,115700,127700
"Vandalia, MI","place",16000US2681680,28438,29688,36094,31429,36800,38200,40000,38700
"Vanderbilt, MI","place",16000US2681700,33611,29583,30000,27500,73800,57300,56800,61800
"Vandercook Lake, MI","place",16000US2681740,47031,47031,44458,48564,84600,79200,77300,80100
"Vassar, MI","place",16000US2681840,42267,40476,38029,33137,92500,88500,82300,84600
"Vermontville, MI","place",16000US2681960,39853,37763,40208,47875,87000,74000,81900,83200
"Vernon, MI","place",16000US2682020,46538,50875,48843,50547,83700,82900,81500,84700
"Vicksburg, MI","place",16000US2682300,56583,57577,55949,56023,119300,119700,120000,123600
"Village of Clarkston, MI","place",16000US2682450,56250,60000,69000,74531,214500,235800,241000,255200
"Village of Grosse Pointe Shores, MI","place",16000US2682453,137303,140048,139074,151440,400900,395000,405800,431200
"Vineyard Lake, MI","place",16000US2682490,35313,36650,36333,39946,126800,83900,79600,71700
"Wacousta, MI","place",16000US2682680,79375,77113,81214,80331,176200,171000,167400,173400
"Wakefield, MI","place",16000US2682780,34665,35806,38942,37635,53900,54300,57400,57300
"Waldron, MI","place",16000US2682880,28462,31875,36071,37115,53300,49500,42600,44200
"Walker, MI","place",16000US2682960,50828,49587,50903,53452,145900,142400,145300,148400
"Walkerville, MI","place",16000US2683020,35313,36458,37250,43750,70800,64400,70000,58800
"Walled Lake, MI","place",16000US2683060,46319,46098,50479,48324,101100,102300,108400,122700
"Walloon Lake, MI","place",16000US2683140,62321,60417,62212,64659,171200,174100,210700,261100
"Warren, MI","place",16000US2684000,43962,43500,43523,44017,89500,86200,87800,93400
"Watersmeet, MI","place",16000US2684360,40469,35417,31836,32024,47500,67700,53200,54500
"Watervliet, MI","place",16000US2684500,42083,44500,42500,43102,91500,89000,87300,91000
"Waverly, MI","place",16000US2684800,53520,53360,52767,54460,142700,138200,137300,142200
"Wayland, MI","place",16000US2684880,50134,46250,41923,50787,80100,81700,87500,97900
"Wayne, MI","place",16000US2684940,39566,39333,39352,40973,74000,66000,64700,65900
"Webberville, MI","place",16000US2685080,46635,47700,50515,52794,83900,81000,83300,91900
"Wedgewood, MI","place",16000US2685110,70938,74375,85250,86500,237100,225800,218500,207700
"Weidman, MI","place",16000US2685140,28125,25962,29038,27813,70000,45000,80800,96700
"Wellston, MI","place",16000US2685300,27315,27022,32143,32578,48100,46800,46600,47000
"West Branch, MI","place",16000US2685580,25000,25313,27292,25741,84800,83200,77700,79200
"West Ishpeming, MI","place",16000US2685700,48563,57697,59236,55966,96600,109900,112900,115600
"Westland, MI","place",16000US2686000,43993,43903,44641,44808,90600,88200,90900,96700
"West Monroe, MI","place",16000US2686050,29446,30893,33892,33451,52800,50900,45800,42000
"Westphalia, MI","place",16000US2686120,57679,51500,54327,53375,152500,148900,148900,149000
"Westwood, MI","place",16000US2686380,38578,43016,44738,50226,114300,114000,115700,119000
"White Cloud, MI","place",16000US2686680,26875,27337,26071,29200,82300,72100,72000,74800
"Whitehall, MI","place",16000US2686780,43700,45027,42772,44917,103600,99800,99900,103000
"White Pigeon, MI","place",16000US2686920,41912,42167,41375,39615,77000,76200,74800,78300
"White Pine, MI","place",16000US2686960,35000,36250,37188,35909,43900,40600,41400,42900
"Whitmore Lake, MI","place",16000US2687060,50412,51065,50890,46662,116300,122500,115600,141200
"Whittemore, MI","place",16000US2687140,23088,26964,27885,28167,58200,53600,48100,45000
"Williamston, MI","place",16000US2687420,50956,54129,51510,57647,125900,111500,118500,133300
"Wixom, MI","place",16000US2688140,46394,47353,46420,47856,179500,174600,191300,205900
"Wolf Lake, MI","place",16000US2688220,33888,32966,34863,35524,80900,73000,75000,77300
"Wolverine, MI","place",16000US2688240,21250,35714,31429,35000,65500,71200,68800,77300
"Wolverine Lake, MI","place",16000US2688260,75833,76337,76125,81559,154500,149200,159500,165500
